AMT_INCOME_TOTAL,CODE_GENDER_M,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Machine-op-inspct,occupation_Other-service,occupation_Prof-specialty,occupation_Sales
-0.5077791365749342,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.5519887437536752,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.5519887437536752,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.286731100681229,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.286731100681229,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.286731100681229,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.7288271724686395,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
-0.7288271724686395,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.8185090787872972,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.8185090787872972,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2.1447972941495284,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.1447972941495284,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.1447972941495284,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.1447972941495284,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.1447972941495284,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.1447972941495284,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7288271724686395,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7288271724686395,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.7288271724686395,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.7288271724686395,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.24378418546366354,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.24378418546366354,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.702701222362118,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.5961983509324164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.2606051505747076,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5974610428935919,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5974610428935919,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5974610428935919,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5974610428935919,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0837667218597433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.286731100681229,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.5077791365749342,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.5077791365749342,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.5077791365749342,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.37641300699988667,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.37641300699988667,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.37641300699988667,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.37641300699988667,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.5077791365749342,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.286731100681229,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.286731100681229,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.286731100681229,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.286731100681229,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.7288271724686395,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.7288271724686395,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7288271724686395,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7288271724686395,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.7288271724686395,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.7288271724686395,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7288271724686395,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7288271724686395,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.7288271724686395,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.8185090787872972,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.8185090787872972,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.8185090787872972,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.8185090787872972,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.8185090787872972,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.8185090787872972,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.8185090787872972,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.8185090787872972,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.286731100681229,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.1983118863237469,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.2879937926424046,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2879937926424046,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2879937926424046,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2879937926424046,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2879937926424046,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2879937926424046,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2879937926424046,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2879937926424046,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.8185090787872972,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8185090787872972,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.37641300699988667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.37641300699988667,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.2606051505747076,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1.2606051505747076,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.6726173750974517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6726173750974517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6726173750974517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6726173750974517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6726173750974517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6726173750974517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.286731100681229,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
-0.286731100681229,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.3751503150387111,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.3751503150387111,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.3751503150387111,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.3751503150387111,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
-0.3751503150387111,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.3751503150387111,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.15536497110618144,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.15536497110618144,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.15536497110618144,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0.15536497110618144,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0.15536497110618144,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.15536497110618144,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.15536497110618144,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.7288271724686395,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.9056656011836036,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.2606051505747076,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8185090787872972,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8185090787872972,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.5868933659369393,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2.5868933659369393,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.06568306478752377,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.7288271724686395,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.7288271724686395,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7288271724686395,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.9498752083623446,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.9498752083623446,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.15536497110618144,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.15536497110618144,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5974610428935919,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
5.681565868448812,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
5.681565868448812,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
5.681565868448812,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.8185090787872972,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8185090787872972,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8185090787872972,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.2606051505747076,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1.2606051505747076,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
-0.286731100681229,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.286731100681229,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.286731100681229,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.286731100681229,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.286731100681229,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.702701222362118,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.702701222362118,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7288271724686395,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.9237492582558233,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.9237492582558233,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.9237492582558233,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.9237492582558233,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.9237492582558233,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.9237492582558233,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.9237492582558233,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.9237492582558233,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.5077791365749342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.5077791365749342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.37641300699988667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37641300699988667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2606051505747076,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.2606051505747076,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.2606051505747076,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1.2606051505747076,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1.2606051505747076,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.06568306478752377,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.286731100681229,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.286731100681229,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.286731100681229,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.286731100681229,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.4193599222174521,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.42062261417862773,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.42062261417862773,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.42062261417862773,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.42062261417862773,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
